,Pclass,Age,SibSp,Parch,Fare,Name,Sex,Cabin,Survived
459,3.0,28.0,0.0,0.0,7.75,459,0,3,0
460,1.0,48.0,0.0,0.0,26.55,460,0,81,1
461,3.0,34.0,0.0,0.0,8.05,461,0,3,0
462,1.0,47.0,0.0,0.0,38.5,462,0,82,0
463,2.0,48.0,0.0,0.0,13.0,463,0,3,0
464,3.0,28.0,0.0,0.0,8.05,464,0,3,0
465,3.0,38.0,0.0,0.0,7.05,465,0,3,0
466,2.0,28.0,0.0,0.0,0.0,466,0,3,0
467,1.0,56.0,0.0,0.0,26.55,467,0,3,0
468,3.0,28.0,0.0,0.0,7.725,468,0,3,0
469,3.0,0.75,2.0,1.0,19.2583,469,1,3,1
470,3.0,28.0,0.0,0.0,7.25,470,0,3,0
471,3.0,38.0,0.0,0.0,8.6625,471,0,3,0
472,2.0,33.0,1.0,2.0,27.75,472,1,3,1
473,2.0,23.0,0.0,0.0,13.7917,473,1,52,1
474,3.0,22.0,0.0,0.0,9.8375,474,1,3,0
475,1.0,28.0,0.0,0.0,52.0,475,0,83,0
476,2.0,34.0,1.0,0.0,21.0,476,0,3,0
477,3.0,29.0,1.0,0.0,7.0458,477,0,3,0
478,3.0,22.0,0.0,0.0,7.5208,478,0,3,0
479,3.0,2.0,0.0,1.0,12.2875,479,1,3,1
480,3.0,9.0,5.0,2.0,46.9,480,0,3,0
481,2.0,28.0,0.0,0.0,0.0,481,0,3,0
482,3.0,50.0,0.0,0.0,8.05,482,0,3,0
483,3.0,63.0,0.0,0.0,9.5875,483,1,3,1
484,1.0,25.0,1.0,0.0,91.0792,484,0,51,1
485,3.0,28.0,3.0,1.0,25.4667,485,1,3,0
486,1.0,35.0,1.0,0.0,90.0,486,1,39,1
487,1.0,58.0,0.0,0.0,29.7,487,0,84,0
488,3.0,30.0,0.0,0.0,8.05,488,0,3,0
489,3.0,9.0,1.0,1.0,15.9,489,0,3,1
490,3.0,28.0,1.0,0.0,19.9667,490,0,3,0
491,3.0,21.0,0.0,0.0,7.25,491,0,3,0
492,1.0,55.0,0.0,0.0,30.5,492,0,85,0
493,1.0,71.0,0.0,0.0,49.5042,493,0,3,0
494,3.0,21.0,0.0,0.0,8.05,494,0,3,0
495,3.0,28.0,0.0,0.0,14.4583,495,0,3,0
496,1.0,54.0,1.0,0.0,78.2667,496,1,86,1
497,3.0,28.0,0.0,0.0,15.1,497,0,3,0
498,1.0,25.0,1.0,2.0,151.55,498,1,53,0
499,3.0,24.0,0.0,0.0,7.7958,499,0,3,0
500,3.0,17.0,0.0,0.0,8.6625,500,0,3,0
501,3.0,21.0,0.0,0.0,7.75,501,1,3,0
502,3.0,28.0,0.0,0.0,7.6292,502,1,3,0
503,3.0,37.0,0.0,0.0,9.5875,503,1,3,0
504,1.0,16.0,0.0,0.0,86.5,504,1,87,1
505,1.0,18.0,1.0,0.0,108.9,505,0,55,0
506,2.0,33.0,0.0,2.0,26.0,506,1,3,1
507,1.0,28.0,0.0,0.0,26.55,507,0,3,1
508,3.0,28.0,0.0,0.0,22.525,508,0,3,0
509,3.0,26.0,0.0,0.0,56.4958,509,0,3,1
510,3.0,29.0,0.0,0.0,7.75,510,0,3,1
511,3.0,28.0,0.0,0.0,8.05,511,0,3,0
512,1.0,36.0,0.0,0.0,26.2875,512,0,88,1
513,1.0,54.0,1.0,0.0,59.4,513,1,3,1
514,3.0,24.0,0.0,0.0,7.4958,514,0,3,0
515,1.0,47.0,0.0,0.0,34.0208,515,0,89,0
516,2.0,34.0,0.0,0.0,10.5,516,1,14,1
517,3.0,28.0,0.0,0.0,24.15,517,0,3,0
518,2.0,36.0,1.0,0.0,26.0,518,1,3,1
519,3.0,32.0,0.0,0.0,7.8958,519,0,3,0
520,1.0,30.0,0.0,0.0,93.5,520,1,90,1
521,3.0,22.0,0.0,0.0,7.8958,521,0,3,0
522,3.0,28.0,0.0,0.0,7.225,522,0,3,0
523,1.0,44.0,0.0,1.0,57.9792,523,1,62,1
524,3.0,28.0,0.0,0.0,7.2292,524,0,3,0
525,3.0,40.5,0.0,0.0,7.75,525,0,3,0
526,2.0,50.0,0.0,0.0,10.5,526,1,3,1
527,1.0,28.0,0.0,0.0,221.7792,527,0,91,0
528,3.0,39.0,0.0,0.0,7.925,528,0,3,0
529,2.0,23.0,2.0,1.0,11.5,529,0,3,0
530,2.0,2.0,1.0,1.0,26.0,530,1,3,1
531,3.0,28.0,0.0,0.0,7.2292,531,0,3,0
532,3.0,17.0,1.0,1.0,7.2292,532,0,3,0
533,3.0,28.0,0.0,2.0,22.3583,533,1,3,1
534,3.0,30.0,0.0,0.0,8.6625,534,1,3,0
535,2.0,7.0,0.0,2.0,26.25,535,1,3,1
536,1.0,45.0,0.0,0.0,26.55,536,0,92,0
537,1.0,30.0,0.0,0.0,106.425,537,1,3,1
538,3.0,28.0,0.0,0.0,14.5,538,0,3,0
539,1.0,22.0,0.0,2.0,49.5,539,1,93,1
540,1.0,36.0,0.0,2.0,71.0,540,1,94,1
541,3.0,9.0,4.0,2.0,31.275,541,1,3,0
542,3.0,11.0,4.0,2.0,31.275,542,1,3,0
543,2.0,32.0,1.0,0.0,26.0,543,0,3,1
544,1.0,50.0,1.0,0.0,106.425,544,0,95,0
545,1.0,64.0,0.0,0.0,26.0,545,0,3,0
546,2.0,19.0,1.0,0.0,26.0,546,1,3,1
547,2.0,28.0,0.0,0.0,13.8625,547,0,3,1
548,3.0,33.0,1.0,1.0,20.525,548,0,3,0
549,2.0,8.0,1.0,1.0,36.75,549,0,3,1
550,1.0,17.0,0.0,2.0,110.8833,550,0,96,1
551,2.0,27.0,0.0,0.0,26.0,551,0,3,0
552,3.0,28.0,0.0,0.0,7.8292,552,0,3,0
553,3.0,22.0,0.0,0.0,7.225,553,0,3,1
554,3.0,22.0,0.0,0.0,7.775,554,1,3,1
555,1.0,62.0,0.0,0.0,26.55,555,0,3,0
556,1.0,48.0,1.0,0.0,39.6,556,1,97,1
557,1.0,28.0,0.0,0.0,227.525,557,0,3,0
558,1.0,39.0,1.0,1.0,79.65,558,1,44,1
559,3.0,36.0,1.0,0.0,17.4,559,1,3,1
560,3.0,28.0,0.0,0.0,7.75,560,0,3,0
561,3.0,40.0,0.0,0.0,7.8958,561,0,3,0
562,2.0,28.0,0.0,0.0,13.5,562,0,3,0
563,3.0,28.0,0.0,0.0,8.05,563,0,3,0
564,3.0,28.0,0.0,0.0,8.05,564,1,3,0
565,3.0,24.0,2.0,0.0,24.15,565,0,3,0
566,3.0,19.0,0.0,0.0,7.8958,566,0,3,0
567,3.0,29.0,0.0,4.0,21.075,567,1,3,0
568,3.0,28.0,0.0,0.0,7.2292,568,0,3,0
569,3.0,32.0,0.0,0.0,7.8542,569,0,3,1
570,2.0,62.0,0.0,0.0,10.5,570,0,3,1
571,1.0,53.0,2.0,0.0,51.4792,571,1,98,1
572,1.0,36.0,0.0,0.0,26.3875,572,0,88,1
573,3.0,28.0,0.0,0.0,7.75,573,1,3,1
574,3.0,16.0,0.0,0.0,8.05,574,0,3,0
575,3.0,19.0,0.0,0.0,14.5,575,0,3,0
576,2.0,34.0,0.0,0.0,13.0,576,1,3,1
577,1.0,39.0,1.0,0.0,55.9,577,1,74,1
578,3.0,28.0,1.0,0.0,14.4583,578,1,3,0
579,3.0,32.0,0.0,0.0,7.925,579,0,3,1
580,2.0,25.0,1.0,1.0,30.0,580,1,3,1
581,1.0,39.0,1.0,1.0,110.8833,581,1,99,1
582,2.0,54.0,0.0,0.0,26.0,582,0,3,0
583,1.0,36.0,0.0,0.0,40.125,583,0,100,0
584,3.0,28.0,0.0,0.0,8.7125,584,0,3,0
585,1.0,18.0,0.0,2.0,79.65,585,1,101,1
586,2.0,47.0,0.0,0.0,15.0,586,0,3,0
587,1.0,60.0,1.0,1.0,79.2,587,0,102,1
588,3.0,22.0,0.0,0.0,8.05,588,0,3,0
589,3.0,28.0,0.0,0.0,8.05,589,0,3,0
590,3.0,35.0,0.0,0.0,7.125,590,0,3,0
591,1.0,52.0,1.0,0.0,78.2667,591,1,86,1
592,3.0,47.0,0.0,0.0,7.25,592,0,3,0
593,3.0,28.0,0.0,2.0,7.75,593,1,3,0
594,2.0,37.0,1.0,0.0,26.0,594,0,3,0
595,3.0,36.0,1.0,1.0,24.15,595,0,3,0
596,2.0,28.0,0.0,0.0,33.0,596,1,3,1
597,3.0,49.0,0.0,0.0,0.0,597,0,3,0
598,3.0,28.0,0.0,0.0,7.225,598,0,3,0
599,1.0,49.0,1.0,0.0,56.9292,599,0,103,1
600,2.0,24.0,2.0,1.0,27.0,600,1,3,1
601,3.0,28.0,0.0,0.0,7.8958,601,0,3,0
602,1.0,28.0,0.0,0.0,42.4,602,0,3,0
603,3.0,44.0,0.0,0.0,8.05,603,0,3,0
604,1.0,35.0,0.0,0.0,26.55,604,0,3,1
605,3.0,36.0,1.0,0.0,15.55,605,0,3,0
606,3.0,30.0,0.0,0.0,7.8958,606,0,3,0
607,1.0,27.0,0.0,0.0,30.5,607,0,3,1
608,2.0,22.0,1.0,2.0,41.5792,608,1,3,1
609,1.0,40.0,0.0,0.0,153.4625,609,1,46,1
610,3.0,39.0,1.0,5.0,31.275,610,1,3,0
611,3.0,28.0,0.0,0.0,7.05,611,0,3,0
612,3.0,28.0,1.0,0.0,15.5,612,1,3,1
613,3.0,28.0,0.0,0.0,7.75,613,0,3,0
614,3.0,35.0,0.0,0.0,8.05,614,0,3,0
615,2.0,24.0,1.0,2.0,65.0,615,1,3,1
616,3.0,34.0,1.0,1.0,14.4,616,0,3,0
617,3.0,26.0,1.0,0.0,16.1,617,1,3,0
618,2.0,4.0,2.0,1.0,39.0,618,1,32,1
619,2.0,26.0,0.0,0.0,10.5,619,0,3,0
620,3.0,27.0,1.0,0.0,14.4542,620,0,3,0
621,1.0,42.0,1.0,0.0,52.5542,621,0,104,1
622,3.0,20.0,1.0,1.0,15.7417,622,0,3,1
623,3.0,21.0,0.0,0.0,7.8542,623,0,3,0
624,3.0,21.0,0.0,0.0,16.1,624,0,3,0
625,1.0,61.0,0.0,0.0,32.3208,625,0,105,0
626,2.0,57.0,0.0,0.0,12.35,626,0,3,0
627,1.0,21.0,0.0,0.0,77.9583,627,1,106,1
628,3.0,26.0,0.0,0.0,7.8958,628,0,3,0
629,3.0,28.0,0.0,0.0,7.7333,629,0,3,0
630,1.0,80.0,0.0,0.0,30.0,630,0,107,1
631,3.0,51.0,0.0,0.0,7.0542,631,0,3,0
632,1.0,32.0,0.0,0.0,30.5,632,0,108,1
633,1.0,28.0,0.0,0.0,0.0,633,0,3,0
634,3.0,9.0,3.0,2.0,27.9,634,1,3,0
635,2.0,28.0,0.0,0.0,13.0,635,1,3,1
636,3.0,32.0,0.0,0.0,7.925,636,0,3,0
637,2.0,31.0,1.0,1.0,26.25,637,0,3,0
638,3.0,41.0,0.0,5.0,39.6875,638,1,3,0
639,3.0,28.0,1.0,0.0,16.1,639,0,3,0
640,3.0,20.0,0.0,0.0,7.8542,640,0,3,0
641,1.0,24.0,0.0,0.0,69.3,641,1,69,1
642,3.0,2.0,3.0,2.0,27.9,642,1,3,0
643,3.0,28.0,0.0,0.0,56.4958,643,0,3,1
644,3.0,0.75,2.0,1.0,19.2583,644,1,3,1
645,1.0,48.0,1.0,0.0,76.7292,645,0,9,1
646,3.0,19.0,0.0,0.0,7.8958,646,0,3,0
647,1.0,56.0,0.0,0.0,35.5,647,0,109,1
648,3.0,28.0,0.0,0.0,7.55,648,0,3,0
649,3.0,23.0,0.0,0.0,7.55,649,1,3,1
650,3.0,28.0,0.0,0.0,7.8958,650,0,3,0
651,2.0,18.0,0.0,1.0,23.0,651,1,3,1
652,3.0,21.0,0.0,0.0,8.4333,652,0,3,0
653,3.0,28.0,0.0,0.0,7.8292,653,1,3,1
654,3.0,18.0,0.0,0.0,6.75,654,1,3,0
655,2.0,24.0,2.0,0.0,73.5,655,0,3,0
656,3.0,28.0,0.0,0.0,7.8958,656,0,3,0
657,3.0,32.0,1.0,1.0,15.5,657,1,3,0
658,2.0,23.0,0.0,0.0,13.0,658,0,3,0
659,1.0,58.0,0.0,2.0,113.275,659,0,110,0
660,1.0,50.0,2.0,0.0,133.65,660,0,3,1
661,3.0,40.0,0.0,0.0,7.225,661,0,3,0
662,1.0,47.0,0.0,0.0,25.5875,662,0,111,0
663,3.0,36.0,0.0,0.0,7.4958,663,0,3,0
664,3.0,20.0,1.0,0.0,7.925,664,0,3,1
665,2.0,32.0,2.0,0.0,73.5,665,0,3,0
666,2.0,25.0,0.0,0.0,13.0,666,0,3,0
667,3.0,28.0,0.0,0.0,7.775,667,0,3,0
668,3.0,43.0,0.0,0.0,8.05,668,0,3,0
669,1.0,28.0,1.0,0.0,52.0,669,1,112,1
670,2.0,40.0,1.0,1.0,39.0,670,1,3,1
671,1.0,31.0,1.0,0.0,52.0,671,0,113,0
672,2.0,70.0,0.0,0.0,10.5,672,0,3,0
673,2.0,31.0,0.0,0.0,13.0,673,0,3,1
674,2.0,28.0,0.0,0.0,0.0,674,0,3,0
675,3.0,18.0,0.0,0.0,7.775,675,0,3,0
676,3.0,24.5,0.0,0.0,8.05,676,0,3,0
677,3.0,18.0,0.0,0.0,9.8417,677,1,3,1
678,3.0,43.0,1.0,6.0,46.9,678,1,3,0
679,1.0,36.0,0.0,1.0,512.3292,679,0,114,1
680,3.0,28.0,0.0,0.0,8.1375,680,1,3,0
681,1.0,27.0,0.0,0.0,76.7292,681,0,115,1
682,3.0,20.0,0.0,0.0,9.225,682,0,3,0
683,3.0,14.0,5.0,2.0,46.9,683,0,3,0
684,2.0,60.0,1.0,1.0,39.0,684,0,3,0
685,2.0,25.0,1.0,2.0,41.5792,685,0,3,0
686,3.0,14.0,4.0,1.0,39.6875,686,0,3,0
687,3.0,19.0,0.0,0.0,10.1708,687,0,3,0
688,3.0,18.0,0.0,0.0,7.7958,688,0,3,0
689,1.0,15.0,0.0,1.0,211.3375,689,1,116,1
690,1.0,31.0,1.0,0.0,57.0,690,0,117,1
691,3.0,4.0,0.0,1.0,13.4167,691,1,3,1
692,3.0,28.0,0.0,0.0,56.4958,692,0,3,1
693,3.0,25.0,0.0,0.0,7.225,693,0,3,0
694,1.0,60.0,0.0,0.0,26.55,694,0,3,0
695,2.0,52.0,0.0,0.0,13.5,695,0,3,0
696,3.0,44.0,0.0,0.0,8.05,696,0,3,0
697,3.0,28.0,0.0,0.0,7.7333,697,1,3,1
698,1.0,49.0,1.0,1.0,110.8833,698,0,99,0
699,3.0,42.0,0.0,0.0,7.65,699,0,118,0
700,1.0,18.0,1.0,0.0,227.525,700,1,119,1
701,1.0,35.0,0.0,0.0,26.2875,701,0,120,1
702,3.0,18.0,0.0,1.0,14.4542,702,1,3,0
703,3.0,25.0,0.0,0.0,7.7417,703,0,3,0
704,3.0,26.0,1.0,0.0,7.8542,704,0,3,0
705,2.0,39.0,0.0,0.0,26.0,705,0,3,0
706,2.0,45.0,0.0,0.0,13.5,706,1,3,1
707,1.0,42.0,0.0,0.0,26.2875,707,0,120,1
708,1.0,22.0,0.0,0.0,151.55,708,1,3,1
709,3.0,28.0,1.0,1.0,15.2458,709,0,3,1
710,1.0,24.0,0.0,0.0,49.5042,710,1,121,1
711,1.0,28.0,0.0,0.0,26.55,711,0,63,0
712,1.0,48.0,1.0,0.0,52.0,712,0,112,1
713,3.0,29.0,0.0,0.0,9.4833,713,0,3,0
714,2.0,52.0,0.0,0.0,13.0,714,0,3,0
715,3.0,19.0,0.0,0.0,7.65,715,0,15,0
716,1.0,38.0,0.0,0.0,227.525,716,1,122,1
717,2.0,27.0,0.0,0.0,10.5,717,1,22,1
718,3.0,28.0,0.0,0.0,15.5,718,0,3,0
719,3.0,33.0,0.0,0.0,7.775,719,0,3,0
720,2.0,6.0,0.0,1.0,33.0,720,1,3,1
721,3.0,17.0,1.0,0.0,7.0542,721,0,3,0
722,2.0,34.0,0.0,0.0,13.0,722,0,3,0
723,2.0,50.0,0.0,0.0,13.0,723,0,3,0
724,1.0,27.0,1.0,0.0,53.1,724,0,123,1
725,3.0,20.0,0.0,0.0,8.6625,725,0,3,0
726,2.0,30.0,3.0,0.0,21.0,726,1,3,1
727,3.0,28.0,0.0,0.0,7.7375,727,1,3,1
728,2.0,25.0,1.0,0.0,26.0,728,0,3,0
729,3.0,25.0,1.0,0.0,7.925,729,1,3,0
730,1.0,29.0,0.0,0.0,211.3375,730,1,116,1
731,3.0,11.0,0.0,0.0,18.7875,731,0,3,0
732,2.0,28.0,0.0,0.0,0.0,732,0,3,0
733,2.0,23.0,0.0,0.0,13.0,733,0,3,0
734,2.0,23.0,0.0,0.0,13.0,734,0,3,0
735,3.0,28.5,0.0,0.0,16.1,735,0,3,0
736,3.0,48.0,1.0,3.0,34.375,736,1,3,0
737,1.0,35.0,0.0,0.0,512.3292,737,0,124,1
738,3.0,28.0,0.0,0.0,7.8958,738,0,3,0
739,3.0,28.0,0.0,0.0,7.8958,739,0,3,0
740,1.0,28.0,0.0,0.0,30.0,740,0,125,1
741,1.0,36.0,1.0,0.0,78.85,741,0,126,0
742,1.0,21.0,2.0,2.0,262.375,742,1,58,1
743,3.0,24.0,1.0,0.0,16.1,743,0,3,0
744,3.0,31.0,0.0,0.0,7.925,744,0,3,1
745,1.0,70.0,1.0,1.0,71.0,745,0,94,0
746,3.0,16.0,1.0,1.0,20.25,746,0,3,0
747,2.0,30.0,0.0,0.0,13.0,747,1,3,1
748,1.0,19.0,1.0,0.0,53.1,748,0,127,0
749,3.0,31.0,0.0,0.0,7.75,749,0,3,0
750,2.0,4.0,1.0,1.0,23.0,750,1,3,1
751,3.0,6.0,0.0,1.0,12.475,751,0,128,1
752,3.0,33.0,0.0,0.0,9.5,752,0,3,0
753,3.0,23.0,0.0,0.0,7.8958,753,0,3,0
754,2.0,48.0,1.0,2.0,65.0,754,1,3,1
755,2.0,0.67,1.0,1.0,14.5,755,0,3,1
756,3.0,28.0,0.0,0.0,7.7958,756,0,3,0
757,2.0,18.0,0.0,0.0,11.5,757,0,3,0
758,3.0,34.0,0.0,0.0,8.05,758,0,3,0
759,1.0,33.0,0.0,0.0,86.5,759,1,43,1
760,3.0,28.0,0.0,0.0,14.5,760,0,3,0
761,3.0,41.0,0.0,0.0,7.125,761,0,3,0
762,3.0,20.0,0.0,0.0,7.2292,762,0,3,1
763,1.0,36.0,1.0,2.0,120.0,763,1,72,1
764,3.0,16.0,0.0,0.0,7.775,764,0,3,0
765,1.0,51.0,1.0,0.0,77.9583,765,1,129,1
766,1.0,28.0,0.0,0.0,39.6,766,0,3,0
767,3.0,30.5,0.0,0.0,7.75,767,1,3,0
768,3.0,28.0,1.0,0.0,24.15,768,0,3,0
769,3.0,32.0,0.0,0.0,8.3625,769,0,3,0
770,3.0,24.0,0.0,0.0,9.5,770,0,3,0
771,3.0,48.0,0.0,0.0,7.8542,771,0,3,0
772,2.0,57.0,0.0,0.0,10.5,772,1,130,0
773,3.0,28.0,0.0,0.0,7.225,773,0,3,0
774,2.0,54.0,1.0,3.0,23.0,774,1,3,1
775,3.0,18.0,0.0,0.0,7.75,775,0,3,0
776,3.0,28.0,0.0,0.0,7.75,776,0,131,0
777,3.0,5.0,0.0,0.0,12.475,777,1,3,1
778,3.0,28.0,0.0,0.0,7.7375,778,0,3,0
779,1.0,43.0,0.0,1.0,211.3375,779,1,132,1
780,3.0,13.0,0.0,0.0,7.2292,780,1,3,1
781,1.0,17.0,1.0,0.0,57.0,781,1,117,1
782,1.0,29.0,0.0,0.0,30.0,782,0,133,0
783,3.0,28.0,1.0,2.0,23.45,783,0,3,0
784,3.0,25.0,0.0,0.0,7.05,784,0,3,0
785,3.0,25.0,0.0,0.0,7.25,785,0,3,0
786,3.0,18.0,0.0,0.0,7.4958,786,1,3,1
787,3.0,8.0,4.0,1.0,29.125,787,0,3,0
788,3.0,1.0,1.0,2.0,20.575,788,0,3,1
789,1.0,46.0,0.0,0.0,79.2,789,0,134,0
790,3.0,28.0,0.0,0.0,7.75,790,0,3,0
791,2.0,16.0,0.0,0.0,26.0,791,0,3,0
792,3.0,28.0,8.0,2.0,69.55,792,1,3,0
793,1.0,28.0,0.0,0.0,30.6958,793,0,3,0
794,3.0,25.0,0.0,0.0,7.8958,794,0,3,0
795,2.0,39.0,0.0,0.0,13.0,795,0,3,0
796,1.0,49.0,0.0,0.0,25.9292,796,1,135,1
797,3.0,31.0,0.0,0.0,8.6833,797,1,3,1
798,3.0,30.0,0.0,0.0,7.2292,798,0,3,0
799,3.0,30.0,1.0,1.0,24.15,799,1,3,0
800,2.0,34.0,0.0,0.0,13.0,800,0,3,0
801,2.0,31.0,1.0,1.0,26.25,801,1,3,1
802,1.0,11.0,1.0,2.0,120.0,802,0,72,1
803,3.0,0.42,0.0,1.0,8.5167,803,0,3,1
804,3.0,27.0,0.0,0.0,6.975,804,0,3,1
805,3.0,31.0,0.0,0.0,7.775,805,0,3,0
806,1.0,39.0,0.0,0.0,0.0,806,0,136,0
807,3.0,18.0,0.0,0.0,7.775,807,1,3,0
808,2.0,39.0,0.0,0.0,13.0,808,0,3,0
809,1.0,33.0,1.0,0.0,53.1,809,1,123,1
810,3.0,26.0,0.0,0.0,7.8875,810,0,3,0
811,3.0,39.0,0.0,0.0,24.15,811,0,3,0
812,2.0,35.0,0.0,0.0,10.5,812,0,3,0
813,3.0,6.0,4.0,2.0,31.275,813,1,3,0
814,3.0,30.5,0.0,0.0,8.05,814,0,3,0
815,1.0,28.0,0.0,0.0,0.0,815,0,137,0
816,3.0,23.0,0.0,0.0,7.925,816,1,3,0
817,2.0,31.0,1.0,1.0,37.0042,817,0,3,0
818,3.0,43.0,0.0,0.0,6.45,818,0,3,0
819,3.0,10.0,3.0,2.0,27.9,819,0,3,0
820,1.0,52.0,1.0,1.0,93.5,820,1,138,1
821,3.0,27.0,0.0,0.0,8.6625,821,0,3,1
822,1.0,38.0,0.0,0.0,0.0,822,0,3,0
823,3.0,27.0,0.0,1.0,12.475,823,1,128,1
824,3.0,2.0,4.0,1.0,39.6875,824,0,3,0
825,3.0,28.0,0.0,0.0,6.95,825,0,3,0
826,3.0,28.0,0.0,0.0,56.4958,826,0,3,0
827,2.0,1.0,0.0,2.0,37.0042,827,0,3,1
828,3.0,28.0,0.0,0.0,7.75,828,0,3,1
829,1.0,62.0,0.0,0.0,80.0,829,1,12,1
830,3.0,15.0,1.0,0.0,14.4542,830,1,3,1
831,2.0,0.83,1.0,1.0,18.75,831,0,3,1
832,3.0,28.0,0.0,0.0,7.2292,832,0,3,0
833,3.0,23.0,0.0,0.0,7.8542,833,0,3,0
834,3.0,18.0,0.0,0.0,8.3,834,0,3,0
835,1.0,39.0,1.0,1.0,83.1583,835,1,139,1
836,3.0,21.0,0.0,0.0,8.6625,836,0,3,0
837,3.0,28.0,0.0,0.0,8.05,837,0,3,0
838,3.0,32.0,0.0,0.0,56.4958,838,0,3,1
839,1.0,28.0,0.0,0.0,29.7,839,0,140,1
840,3.0,20.0,0.0,0.0,7.925,840,0,3,0
841,2.0,16.0,0.0,0.0,10.5,841,0,3,0
842,1.0,30.0,0.0,0.0,31.0,842,1,3,1
843,3.0,34.5,0.0,0.0,6.4375,843,0,3,0
844,3.0,17.0,0.0,0.0,8.6625,844,0,3,0
845,3.0,42.0,0.0,0.0,7.55,845,0,3,0
846,3.0,28.0,8.0,2.0,69.55,846,0,3,0
847,3.0,35.0,0.0,0.0,7.8958,847,0,3,0
848,2.0,28.0,0.0,1.0,33.0,848,0,3,0
849,1.0,28.0,1.0,0.0,89.1042,849,1,78,1
850,3.0,4.0,4.0,2.0,31.275,850,0,3,0
851,3.0,74.0,0.0,0.0,7.775,851,0,3,0
852,3.0,9.0,1.0,1.0,15.2458,852,1,3,0
853,1.0,16.0,0.0,1.0,39.4,853,1,141,1
854,2.0,44.0,1.0,0.0,26.0,854,1,3,0
855,3.0,18.0,0.0,1.0,9.35,855,1,3,1
856,1.0,45.0,1.0,1.0,164.8667,856,1,3,1
857,1.0,51.0,0.0,0.0,26.55,857,0,142,1
858,3.0,24.0,0.0,3.0,19.2583,858,1,3,1
859,3.0,28.0,0.0,0.0,7.2292,859,0,3,0
860,3.0,41.0,2.0,0.0,14.1083,860,0,3,0
861,2.0,21.0,1.0,0.0,11.5,861,0,3,0
862,1.0,48.0,0.0,0.0,25.9292,862,1,135,1
863,3.0,28.0,8.0,2.0,69.55,863,1,3,0
864,2.0,24.0,0.0,0.0,13.0,864,0,3,0
865,2.0,42.0,0.0,0.0,13.0,865,1,3,1
866,2.0,27.0,1.0,0.0,13.8583,866,1,3,1
867,1.0,31.0,0.0,0.0,50.4958,867,0,143,0
868,3.0,28.0,0.0,0.0,9.5,868,0,3,0
869,3.0,4.0,1.0,1.0,11.1333,869,0,3,1
870,3.0,26.0,0.0,0.0,7.8958,870,0,3,0
871,1.0,47.0,1.0,1.0,52.5542,871,1,41,1
872,1.0,33.0,0.0,0.0,5.0,872,0,114,0
873,3.0,47.0,0.0,0.0,9.0,873,0,3,0
874,2.0,28.0,1.0,0.0,24.0,874,1,3,1
875,3.0,15.0,0.0,0.0,7.225,875,1,3,1
876,3.0,20.0,0.0,0.0,9.8458,876,0,3,0
877,3.0,19.0,0.0,0.0,7.8958,877,0,3,0
878,3.0,28.0,0.0,0.0,7.8958,878,0,3,0
879,1.0,56.0,0.0,1.0,83.1583,879,1,144,1
880,2.0,25.0,0.0,1.0,26.0,880,1,3,1
881,3.0,33.0,0.0,0.0,7.8958,881,0,3,0
882,3.0,22.0,0.0,0.0,10.5167,882,1,3,0
883,2.0,28.0,0.0,0.0,10.5,883,0,3,0
884,3.0,25.0,0.0,0.0,7.05,884,0,3,0
885,3.0,39.0,0.0,5.0,29.125,885,1,3,0
886,2.0,27.0,0.0,0.0,13.0,886,0,3,0
887,1.0,19.0,0.0,0.0,30.0,887,1,145,1
888,3.0,28.0,1.0,2.0,23.45,888,1,3,0
889,1.0,26.0,0.0,0.0,30.0,889,0,146,1
890,3.0,32.0,0.0,0.0,7.75,890,0,3,0
